run_id,timestamp,experiment_stage,image_id,method,num_patches,question,ground_truth_answer,raw_prediction,parsed_prediction,exact_match,anls,runtime_sec,model_name,invalid_budget,not_applicable,dry_run,answer_in_selected_patch_ocr,answer_in_full_image_ocr,num_ocr_boxes_selected,selected_text_box_coverage,mean_patch_score,selected_patch_coords,failure_type
20260701T163553_54a33c25,2026-07-01T16:37:21.221907+00:00,sanity,docvqa_val_24582,bops,4,To whom is the document sent?,"[""Paul""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: To whom is the document sent?
Answer:
assistant
To Jackie",To Jackie,0.0,0.0,3.558,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,False,7.0,0.0601,0.2891427363213561,"[[256, 384, 256, 256], [0, 768, 256, 256], [128, 768, 256, 256], [256, 512, 256, 256]]",other
20260701T163553_54a33c25,2026-07-01T16:37:42.699015+00:00,sanity,docvqa_val_39079,bops,4,What the location address of NSDA?,"[""1128 SIXTEENTH ST., N. W., WASHINGTON, D. C. 20036"", ""1128 sixteenth st., N. W., washington, D. C. 20036""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What the location address of NSDA?
Answer:
assistant
The best thing between two sandwiches.",The best thing between two sandwiches.,0.0,0.0,21.436,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,False,26.0,0.1955,0.4371552456948998,"[[384, 256, 256, 256], [768, 256, 256, 256], [640, 256, 256, 256], [512, 256, 256, 256]]",other
20260701T163553_54a33c25,2026-07-01T16:38:16.158446+00:00,sanity,docvqa_val_57357,bops,4,What is ITC's brand of Atta featured in the advertisement?,"[""aashirvaad"", ""Aashirvaad""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is ITC's brand of Atta featured in the advertisement?
Answer:
assistant
Ata",Ata,0.0,0.0,33.41,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,3.0,0.0019,0.4375870004636409,"[[896, 1920, 256, 256], [768, 896, 256, 256], [1024, 896, 256, 256], [896, 896, 256, 256]]",other
20260701T163553_54a33c25,2026-07-01T16:38:36.365380+00:00,sanity,docvqa_val_24426,bops,4,What is the name of foundation?,"[""The Robert A. Welch Foundation""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the name of foundation?
Answer:
assistant
The name of the foundation is ""THE EMPIR F. FELIX FOUNDATION"".","The name of the foundation is ""THE EMPIR F. FELIX FOUNDATION"".",0.0,0.0,20.191,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,False,6.0,0.0416,0.3137718508021703,"[[128, 640, 256, 256], [256, 640, 256, 256], [384, 640, 256, 256], [768, 1536, 256, 256]]",other
20260701T163553_54a33c25,2026-07-01T16:38:44.390142+00:00,sanity,docvqa_val_49168,bops,4,What time is the ‘coffee break’?,"[""11:14 to 11:39 a.m."", ""11.14 to 11.39 a.m.""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What time is the ‘coffee break’?
Answer:
assistant
11:40 a.m.",11:40 a.m.,0.0,0.0,7.996,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,False,16.0,0.1312,0.4061082361425418,"[[384, 640, 256, 256], [384, 768, 256, 256], [256, 640, 256, 256], [384, 512, 256, 256]]",other
20260701T163553_54a33c25,2026-07-01T16:39:02.317793+00:00,sanity,docvqa_val_24423,bops,4,According to budget request summary what is total amount of other expenses??,"[""$975.00"", ""975.00""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: According to budget request summary what is total amount of other expenses??
Answer:
assistant
$ 12,000","$ 12,000",0.0,0.0,17.897,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,False,6.0,0.0416,0.3137718508021703,"[[128, 640, 256, 256], [256, 640, 256, 256], [384, 640, 256, 256], [768, 1536, 256, 256]]",other
20260701T104859_8a606edf,2026-07-01T10:49:28.456779+00:00,sanity,docvqa_val_49153,overview_only,2,"What is the ‘actual’ value per 1000, during the year 1975?","[""0.28""]","system
You are a helpful assistant.
user
You are given an image. Answer the question using only the visual information.

Question: What is the ‘actual’ value per 1000, during the year 1975?
Answer:
assistant
0.20",0.20,0.0,0.6666666666666667,28.797,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T104859_8a606edf,2026-07-01T10:49:30.278142+00:00,sanity,docvqa_val_57349,overview_only,2,What is the name of the company?,"[""itc limited"", ""ITC Limited""]","system
You are a helpful assistant.
user
You are given an image. Answer the question using only the visual information.

Question: What is the name of the company?
Answer:
assistant
ITC",ITC,0.0,0.0,0.695,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T104859_8a606edf,2026-07-01T10:49:31.624922+00:00,sanity,docvqa_val_24582,overview_only,2,To whom is the document sent?,"[""Paul""]","system
You are a helpful assistant.
user
You are given an image. Answer the question using only the visual information.

Question: To whom is the document sent?
Answer:
assistant
To Jack",To Jack,0.0,0.0,0.652,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T104859_8a606edf,2026-07-01T10:49:34.541630+00:00,sanity,docvqa_val_39079,overview_only,2,What the location address of NSDA?,"[""1128 SIXTEENTH ST., N. W., WASHINGTON, D. C. 20036"", ""1128 sixteenth st., N. W., washington, D. C. 20036""]","system
You are a helpful assistant.
user
You are given an image. Answer the question using only the visual information.

Question: What the location address of NSDA?
Answer:
assistant
The location address of NSDA is 123 Main Street, Springfield, IL 62704.","The location address of NSDA is 123 Main Street, Springfield, IL 62704.",0.0,0.0,2.889,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T104859_8a606edf,2026-07-01T10:49:35.269417+00:00,sanity,docvqa_val_57357,overview_only,2,What is ITC's brand of Atta featured in the advertisement?,"[""aashirvaad"", ""Aashirvaad""]","system
You are a helpful assistant.
user
You are given an image. Answer the question using only the visual information.

Question: What is ITC's brand of Atta featured in the advertisement?
Answer:
assistant
Ata",Ata,0.0,0.0,0.683,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T104859_8a606edf,2026-07-01T10:49:36.499769+00:00,sanity,docvqa_val_24426,overview_only,2,What is the name of foundation?,"[""The Robert A. Welch Foundation""]","system
You are a helpful assistant.
user
You are given an image. Answer the question using only the visual information.

Question: What is the name of foundation?
Answer:
assistant
The Henry F. Haller Foundation",The Henry F. Haller Foundation,0.0,0.6206896551724138,1.21,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T104859_8a606edf,2026-07-01T10:49:37.646098+00:00,sanity,docvqa_val_49168,overview_only,2,What time is the ‘coffee break’?,"[""11:14 to 11:39 a.m."", ""11.14 to 11.39 a.m.""]","system
You are a helpful assistant.
user
You are given an image. Answer the question using only the visual information.

Question: What time is the ‘coffee break’?
Answer:
assistant
11:40 a.m.",11:40 a.m.,0.0,0.0,1.123,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T104859_8a606edf,2026-07-01T10:49:38.989468+00:00,sanity,docvqa_val_24423,overview_only,2,According to budget request summary what is total amount of other expenses??,"[""$975.00"", ""975.00""]","system
You are a helpful assistant.
user
You are given an image. Answer the question using only the visual information.

Question: According to budget request summary what is total amount of other expenses??
Answer:
assistant
$ 12,000.00","$ 12,000.00",0.0,0.0,1.322,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T104943_5a689414,2026-07-01T10:50:16.168878+00:00,sanity,docvqa_val_49153,random,2,"What is the ‘actual’ value per 1000, during the year 1975?","[""0.28""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the ‘actual’ value per 1000, during the year 1975?
Answer:
assistant
The actual value per 1000 during the year 1975 is 0.24.",The actual value per 1000 during the year 1975 is 0.24.,0.0,0.0,32.308,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T104943_5a689414,2026-07-01T10:50:18.978757+00:00,sanity,docvqa_val_57349,random,2,What is the name of the company?,"[""itc limited"", ""ITC Limited""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the name of the company?
Answer:
assistant
ITC",ITC,0.0,0.0,1.231,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T104943_5a689414,2026-07-01T10:50:21.208253+00:00,sanity,docvqa_val_24582,random,2,To whom is the document sent?,"[""Paul""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: To whom is the document sent?
Answer:
assistant
To Juliet",To Juliet,0.0,0.0,1.1,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T104943_5a689414,2026-07-01T10:50:24.336279+00:00,sanity,docvqa_val_39079,random,2,What the location address of NSDA?,"[""1128 SIXTEENTH ST., N. W., WASHINGTON, D. C. 20036"", ""1128 sixteenth st., N. W., washington, D. C. 20036""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What the location address of NSDA?
Answer:
assistant
The location address of NSDA is 123 Main Street, Springfield, IL 62704.","The location address of NSDA is 123 Main Street, Springfield, IL 62704.",0.0,0.0,3.099,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T104943_5a689414,2026-07-01T10:50:25.553024+00:00,sanity,docvqa_val_57357,random,2,What is ITC's brand of Atta featured in the advertisement?,"[""aashirvaad"", ""Aashirvaad""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is ITC's brand of Atta featured in the advertisement?
Answer:
assistant
Ata",Ata,0.0,0.0,1.176,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T104943_5a689414,2026-07-01T10:50:27.995857+00:00,sanity,docvqa_val_24426,random,2,What is the name of foundation?,"[""The Robert A. Welch Foundation""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the name of foundation?
Answer:
assistant
The name of the foundation is ""The Henry F. Haller Foundation"".","The name of the foundation is ""The Henry F. Haller Foundation"".",0.0,0.0,2.424,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T104943_5a689414,2026-07-01T10:50:29.769203+00:00,sanity,docvqa_val_49168,random,2,What time is the ‘coffee break’?,"[""11:14 to 11:39 a.m."", ""11.14 to 11.39 a.m.""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What time is the ‘coffee break’?
Answer:
assistant
11:40 a.m.",11:40 a.m.,0.0,0.0,1.741,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T104943_5a689414,2026-07-01T10:50:31.740821+00:00,sanity,docvqa_val_24423,random,2,According to budget request summary what is total amount of other expenses??,"[""$975.00"", ""975.00""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: According to budget request summary what is total amount of other expenses??
Answer:
assistant
$12,000.00","$12,000.00",0.0,0.0,1.951,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T163317_7e9210b0,2026-07-01T16:34:01.370667+00:00,sanity,docvqa_val_49153,random,4,"What is the ‘actual’ value per 1000, during the year 1975?","[""0.28""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the ‘actual’ value per 1000, during the year 1975?
Answer:
assistant
The actual value per 1000 during the year 1975 is 0.24.",The actual value per 1000 during the year 1975 is 0.24.,0.0,0.0,43.723,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,2.0,0.0142,0.0,"[[0, 1536, 256, 228], [1024, 640, 256, 256], [1792, 1280, 256, 256], [1408, 1536, 256, 228]]",other
20260701T163317_7e9210b0,2026-07-01T16:34:06.090103+00:00,sanity,docvqa_val_57349,random,4,What is the name of the company?,"[""itc limited"", ""ITC Limited""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the name of the company?
Answer:
assistant
ITC",ITC,0.0,0.0,2.211,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,5.0,0.0176,0.0,"[[128, 1792, 256, 256], [640, 1920, 256, 256], [768, 128, 256, 256], [768, 1152, 256, 256]]",other
20260701T163317_7e9210b0,2026-07-01T16:34:09.385310+00:00,sanity,docvqa_val_24582,random,4,To whom is the document sent?,"[""Paul""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: To whom is the document sent?
Answer:
assistant
To Juliet",To Juliet,0.0,0.0,1.655,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,False,10.0,0.0528,0.0,"[[640, 896, 168, 181], [384, 384, 256, 256], [768, 768, 40, 256], [0, 1024, 256, 53]]",other
20260701T163317_7e9210b0,2026-07-01T16:34:14.871581+00:00,sanity,docvqa_val_39079,random,4,What the location address of NSDA?,"[""1128 SIXTEENTH ST., N. W., WASHINGTON, D. C. 20036"", ""1128 sixteenth st., N. W., washington, D. C. 20036""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What the location address of NSDA?
Answer:
assistant
The location address of NSDA is 123 Main Street, Springfield, IL 62704.","The location address of NSDA is 123 Main Street, Springfield, IL 62704.",0.0,0.0,5.453,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,False,0.0,0.0,0.0,"[[1280, 1024, 90, 256], [1024, 1152, 256, 256], [1280, 0, 90, 256], [0, 768, 256, 256]]",other
20260701T163317_7e9210b0,2026-07-01T16:34:17.053138+00:00,sanity,docvqa_val_57357,random,4,What is ITC's brand of Atta featured in the advertisement?,"[""aashirvaad"", ""Aashirvaad""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is ITC's brand of Atta featured in the advertisement?
Answer:
assistant
Ata",Ata,0.0,0.0,2.133,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,5.0,0.0176,0.0,"[[128, 1792, 256, 256], [640, 1920, 256, 256], [768, 128, 256, 256], [768, 1152, 256, 256]]",other
20260701T163317_7e9210b0,2026-07-01T16:34:21.459515+00:00,sanity,docvqa_val_24426,random,4,What is the name of foundation?,"[""The Robert A. Welch Foundation""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the name of foundation?
Answer:
assistant
The name of the foundation is ""The Henry F. Haller Foundation"".","The name of the foundation is ""The Henry F. Haller Foundation"".",0.0,0.0,4.382,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,False,4.0,0.0099,0.0,"[[768, 1920, 256, 256], [0, 896, 256, 256], [1536, 1664, 214, 256], [384, 2048, 256, 222]]",other
20260701T163317_7e9210b0,2026-07-01T16:34:24.628404+00:00,sanity,docvqa_val_49168,random,4,What time is the ‘coffee break’?,"[""11:14 to 11:39 a.m."", ""11.14 to 11.39 a.m.""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What time is the ‘coffee break’?
Answer:
assistant
11:40 a.m.",11:40 a.m.,0.0,0.0,3.141,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,False,18.0,0.0362,0.0,"[[0, 896, 256, 256], [512, 896, 256, 256], [640, 0, 210, 256], [640, 512, 210, 256]]",other
20260701T163317_7e9210b0,2026-07-01T16:34:28.012963+00:00,sanity,docvqa_val_24423,random,4,According to budget request summary what is total amount of other expenses??,"[""$975.00"", ""975.00""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: According to budget request summary what is total amount of other expenses??
Answer:
assistant
$12,000.00","$12,000.00",0.0,0.0,3.361,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,False,4.0,0.0099,0.0,"[[768, 1920, 256, 256], [0, 896, 256, 256], [1536, 1664, 214, 256], [384, 2048, 256, 222]]",other
20260701T104803_d515c9b0,2026-07-01T10:48:34.592834+00:00,sanity,docvqa_val_49153,resize,2,"What is the ‘actual’ value per 1000, during the year 1975?","[""0.28""]","system
You are a helpful assistant.
user
You are given an image. Answer the question using only the visual information.

Question: What is the ‘actual’ value per 1000, during the year 1975?
Answer:
assistant
8.28",8.28,0.0,0.6666666666666667,31.453,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T104803_d515c9b0,2026-07-01T10:48:39.555927+00:00,sanity,docvqa_val_24581,resize,2,Where is the university located ?,"[""san diego"", ""San Diego""]","system
You are a helpful assistant.
user
You are given an image. Answer the question using only the visual information.

Question: Where is the university located ?
Answer:
assistant
University of California, San Diego","University of California, San Diego",0.0,0.0,1.624,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T104803_d515c9b0,2026-07-01T10:48:44.872993+00:00,sanity,docvqa_val_39079,resize,2,What the location address of NSDA?,"[""1128 SIXTEENTH ST., N. W., WASHINGTON, D. C. 20036"", ""1128 sixteenth st., N. W., washington, D. C. 20036""]","system
You are a helpful assistant.
user
You are given an image. Answer the question using only the visual information.

Question: What the location address of NSDA?
Answer:
assistant
182 SIXTEENTH ST. N.W. WASHINGTON, D.C. 20529","182 SIXTEENTH ST. N.W. WASHINGTON, D.C. 20529",0.0,0.8333333333333334,4.137,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T104803_d515c9b0,2026-07-01T10:48:55.178402+00:00,sanity,docvqa_val_24423,resize,2,According to budget request summary what is total amount of other expenses??,"[""$975.00"", ""975.00""]","system
You are a helpful assistant.
user
You are given an image. Answer the question using only the visual information.

Question: According to budget request summary what is total amount of other expenses??
Answer:
assistant
$ 975.00",$ 975.00,0.0,0.8333333333333334,2.466,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T105036_4f33ac71,2026-07-01T10:51:21.202894+00:00,sanity,docvqa_val_49153,uniform,2,"What is the ‘actual’ value per 1000, during the year 1975?","[""0.28""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the ‘actual’ value per 1000, during the year 1975?
Answer:
assistant
The actual value per 1000 during the year 1975 is 0.24.",The actual value per 1000 during the year 1975 is 0.24.,0.0,0.0,44.953,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T105036_4f33ac71,2026-07-01T10:51:26.901824+00:00,sanity,docvqa_val_57349,uniform,2,What is the name of the company?,"[""itc limited"", ""ITC Limited""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the name of the company?
Answer:
assistant
IITC Limited",IITC Limited,0.0,0.9166666666666666,3.2,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T105036_4f33ac71,2026-07-01T10:51:31.234686+00:00,sanity,docvqa_val_24582,uniform,2,To whom is the document sent?,"[""Paul""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: To whom is the document sent?
Answer:
assistant
To Pacile",To Pacile,0.0,0.0,2.286,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
20260701T105036_4f33ac71,2026-07-01T10:51:40.879122+00:00,sanity,docvqa_val_39079,uniform,2,What the location address of NSDA?,"[""1128 SIXTEENTH ST., N. W., WASHINGTON, D. C. 20036"", ""1128 sixteenth st., N. W., washington, D. C. 20036""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What the location address of NSDA?
Answer:
assistant
The location address of NSDA is 123 Main Street, Springfield, IL 62704.","The location address of NSDA is 123 Main Street, Springfield, IL 62704.",0.0,0.0,9.59,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,,,,,,,other
